,고객번호,성별,연령대,거주지역,14년 상반기 구매총액,14년 하반기 구매총액,15년 상반기 구매총액,15년 하반기 구매총액,14년도총구매액,15년도총구매액,식품_1,식품_2,식품_3,식품_4,생활_1,생활_2,생활_3,생활_4,잡화_1,잡화_2,잡화_3,잡화_4,화장품_1,화장품_2,화장품_3,화장품_4,시설_1,시설_2,시설_3,시설_4,문화_1,문화_2,문화_3,문화_4,의류_1,의류_2,의류_3,의류_4,가구_1,가구_2,가구_3,가구_4,아동_1,아동_2,아동_3,아동_4,스포츠_레저_1,스포츠_레저_2,스포츠_레저_3,스포츠_레저_4,악세사리_1,악세사리_2,악세사리_3,악세사리_4,전자제품_1,전자제품_2,전자제품_3,전자제품_4
986,5427,F,45세~49세,60.0,13180584,35870512,9892826,10232178,49051096,20125004,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
987,12472,F,45세~49세,100.0,5009864,5687098,5789934,4670690,10696962,10460624,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
988,8246,M,35세~39세,100.0,8197584,5222932,6764044,4477982,13420516,11242026,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
989,6615,M,40세~44세,39.0,2799796,3227018,3510858,2056254,6026814,5567112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
990,7276,F,40세~44세,270.0,16674666,10713698,7152576,3014816,27388364,10167392,3.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
991,9137,F,35세~39세,100.0,10224188,10361770,7429478,2751848,20585958,10181326,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
992,4041,F,45세~49세,100.0,14514600,11459214,36471804,5504204,25973814,41976008,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0
993,6041,F,40세~44세,27.0,23541536,15267662,20291834,24237048,38809198,44528882,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0
994,6958,F,40세~44세,13.0,7896968,12408926,7328130,8511604,20305894,15839734,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0
995,5432,F,45세~49세,100.0,78824278,50761364,73347924,47677520,129585642,121025444,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,3.0,0.0
996,17100,F,50세~54세,460.0,8216176,8332464,10880128,4612822,16548640,15492950,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
997,2278,M,50세~54세,100.0,40048356,54832518,9975482,536652,94880874,10512134,4.0,4.0,4.0,1.0,4.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,3.0,0.0,3.0,2.0,2.0,1.0
998,7025,F,40세~44세,100.0,21524670,51710682,29262172,20134684,73235352,49396856,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,2.0,4.0,3.0,1.0
999,7690,F,40세~44세,460.0,24067100,29700428,40273570,12351246,53767528,52624816,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0
1000,13148,F,45세~49세,36.0,20398182,18147394,13923740,14848990,38545576,28772730,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1001,10878,M,35세~39세,100.0,2710006,4616444,4579602,2689666,7326450,7269268,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,1988,F,50세~54세,87.0,49935446,76448768,34937494,45997962,126384214,80935456,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,3.0
1003,2770,F,50세~54세,340.0,10298768,11302264,6741982,4044222,21601032,10786204,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,27,M,60세이상,60.0,43187174,15723288,28038614,37730578,58910462,65769192,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
1005,12201,F,50세~54세,100.0,7720222,4151134,3109054,2560250,11871356,5669304,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1006,5471,F,45세~49세,100.0,7559336,7830602,8605068,6157648,15389938,14762716,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1007,11159,F,45세~49세,100.0,5269458,4308916,4398926,4990788,9578374,9389714,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1008,11816,F,45세~49세,100.0,4721042,2603142,2443452,2853468,7324184,5296920,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009,4154,F,45세~49세,100.0,16765864,14727976,13998316,14345208,31493840,28343524,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1010,19044,F,50세~54세,500.0,6373866,7290854,6905716,5909682,13664720,12815398,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1011,151,M,60세이상,24.0,68327652,30238838,21943030,47849388,98566490,69792418,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0
1012,14956,F,20세~24세,24.0,11308970,10533558,15453846,12710992,21842528,28164838,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,0.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,0.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
1013,2395,F,50세~54세,100.0,5556206,6132622,5336468,6087638,11688828,11424106,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,15386,F,50세~54세,100.0,3829710,2890018,3236614,4301822,6719728,7538436,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,2757,F,50세~54세,460.0,6781968,7890310,5947016,5268102,14672278,11215118,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0
1016,10533,F,60세이상,100.0,1921454,1611980,1937982,1850422,3533434,3788404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1017,17641,F,50세~54세,100.0,9520068,13640790,9356056,6765444,23160858,16121500,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0
1018,116,F,60세이상,60.0,4630352,3711292,4510626,3588960,8341644,8099586,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,15336,M,55세~59세,60.0,22007176,13811368,14799368,16502232,35818544,31301600,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0
1020,4497,F,45세~49세,100.0,7180466,7315074,8391462,6996178,14495540,15387640,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
1021,889,F,55세~59세,55.0,11520100,5471104,7575048,9182928,16991204,16757976,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
1022,4127,F,45세~49세,10.0,10629114,5299888,7174394,10212670,15929002,17387064,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0
1023,8521,F,35세~39세,10.0,27031326,16138300,11807008,12150562,43169626,23957570,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,4.0,1.0
1024,2861,F,50세~54세,100.0,42845236,36791432,22302274,27221348,79636668,49523622,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,0.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
1025,6193,F,40세~44세,100.0,11725750,10250698,9241116,7256042,21976448,16497158,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,10283,M,50세~54세,100.0,37137428,35724960,26743532,21555630,72862388,48299162,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0
1027,2977,F,50세~54세,16.0,13470638,15545920,15895106,12410998,29016558,28306104,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0
1028,17187,F,50세~54세,460.0,3400594,3334234,5172212,2543754,6734828,7715966,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1029,9568,F,30세~34세,460.0,16856996,10719006,7602876,18547772,27576002,26150648,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1030,11882,F,50세~54세,13.0,4399770,2300916,3990558,4080538,6700686,8071096,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1031,13659,F,40세~44세,360.0,14052132,10588258,11406580,7109676,24640390,18516256,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1032,11789,F,45세~49세,360.0,5559558,5016740,6628798,5327620,10576298,11956418,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1033,6815,F,40세~44세,460.0,11043032,8259226,17632306,10102896,19302258,27735202,3.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0
1034,2202,F,50세~54세,460.0,72767962,49761972,100898868,50338922,122529934,151237790,3.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,3.0
1035,12923,F,35세~39세,460.0,19441480,19847966,7266544,27678,39289446,7294222,2.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,4.0,3.0,1.0,0.0,3.0,4.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0
1036,3966,F,45세~49세,500.0,105906938,73958682,116922016,117498272,179865620,234420288,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0
1037,14849,F,50세~54세,340.0,4707264,4051636,3945904,4926700,8758900,8872604,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1038,7214,F,40세~44세,75.0,5232942,3914674,6607054,5547118,9147616,12154172,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,6728,F,40세~44세,69.0,39524168,26690128,70824908,25798522,66214296,96623430,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
1040,12128,F,30세~34세,460.0,5530054,4896978,5051736,4169154,10427032,9220890,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1041,12383,F,55세~59세,210.0,5659558,6930350,7866434,5317460,12589908,13183894,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1042,13875,F,55세~59세,240.0,7336248,6545610,6312790,6918262,13881858,13231052,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1043,9023,F,35세~39세,610.0,13272284,3925280,3894082,10151440,17197564,14045522,4.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
