,고객번호,총구매지수,선매품_구매지수,편의품_구매지수,전문품_구매지수,기타_구매지수,A_구매지수,B_구매지수,C_구매지수,D_구매지수,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의류_구매지수,패션잡화_구매지수,전문스포츠/레저_구매지수,디지털/가전_구매지수,교육/문화용품_구매지수,가구/인테리어_구매지수,시설_구매지수,의약품/의료기기_구매지수,총구매횟수변동,성별,연령대,거주지역,RECENCY,성장률,label
4103,16012,1.0,1.0,-0.6000000000000001,0.0,0.0,-1.8000000000000003,0.0,-1.2000000000000002,0.0,0.0,-1.2000000000000002,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,7,1,3,1,3,13.0,0
4104,9301,-0.6000000000000001,1.0,-1.8000000000000003,0.0,0.0,-0.6000000000000001,-0.6000000000000001,1.0,0.0,-0.6000000000000001,-2.4000000000000004,-0.6000000000000001,0.0,-0.6000000000000001,6.000000000000001,2.0,0.0,-2.4000000000000004,0.0,0.0,10,0,3,2,3,-20.0,1
4105,9065,1.0,3.0000000000000004,0.0,0.0,9.0,1.0,1.0,-4.2,0.0,0.0,-0.6000000000000001,2.0,3.0000000000000004,3.0000000000000004,2.0,-0.6000000000000001,2.0,0.0,0.0,0.0,4,0,4,11,3,45.0,0
4106,949,-2.4000000000000004,-2.4000000000000004,0.0,2.0,0.0,-1.8000000000000003,-2.4000000000000004,6.000000000000001,0.0,0.0,2.0,-1.2000000000000002,-3.6000000000000005,1.0,-1.8000000000000003,5.0,-3.6000000000000005,2.0,0.0,0.0,8,0,8,2,3,-72.0,0
4107,18941,1.0,1.0,-0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6000000000000001,-0.6000000000000001,4.0,0.0,-1.2000000000000002,0.0,1.0,0.0,0.0,9,0,4,11,3,26.0,1
4108,5940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,1.0,0.0,2.0,-1.2000000000000002,1.0,0.0,7.000000000000001,1.0,0.0,2,0,5,2,3,9.0,0
4109,6552,1.0,1.0,0.0,9.0,0.0,1.0,0.0,6.000000000000001,0.0,-1.8000000000000003,0.0,0.0,2.0,2.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,9,0,5,2,3,81.0,1
4110,5655,-0.6000000000000001,0.0,-0.6000000000000001,8.0,0.0,-0.6000000000000001,6.000000000000001,0.0,0.0,-3.0,-0.6000000000000001,-0.6000000000000001,0.0,-1.2000000000000002,3.0000000000000004,-0.6000000000000001,0.0,6.000000000000001,9.0,0.0,6,0,6,8,3,-15.0,0
4111,14393,0.0,1.0,0.0,8.0,0.0,4.0,0.0,-3.0,0.0,-0.6000000000000001,0.0,1.0,1.0,2.0,0.0,-1.8000000000000003,-0.6000000000000001,2.0,-6.0,0.0,10,0,5,2,3,19.0,1
4112,8135,0.0,0.0,-1.2000000000000002,8.0,0.0,-0.6000000000000001,1.0,-3.6000000000000005,0.0,-1.8000000000000003,-1.2000000000000002,0.0,-0.6000000000000001,1.0,2.0,-0.6000000000000001,0.0,2.0,0.0,0.0,10,0,4,2,3,-15.0,0
4113,10029,0.0,2.0,-0.6000000000000001,0.0,0.0,1.0,3.0000000000000004,0.0,0.0,2.0,-1.2000000000000002,-1.2000000000000002,1.0,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,-6.0,2,0,5,6,3,11.0,1
4114,1920,2.0,2.0,1.0,0.0,0.0,2.0,-0.6000000000000001,-3.6000000000000005,0.0,1.0,0.0,3.0000000000000004,2.0,0.0,-0.6000000000000001,7.000000000000001,0.0,1.0,0.0,0.0,10,0,7,3,3,135.0,1
4115,17832,-2.4000000000000004,-1.2000000000000002,-0.6000000000000001,-6.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,1.0,-1.8000000000000003,-1.2000000000000002,-1.8000000000000003,-0.6000000000000001,-0.6000000000000001,0.0,-1.2000000000000002,0.0,0.0,2,0,9,2,3,-74.0,1
4116,5958,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,0.0,-2.4000000000000004,-1.2000000000000002,0.0,-1.8000000000000003,4.0,0.0,-1.2000000000000002,-2.4000000000000004,0.0,3.0000000000000004,-4.800000000000001,-3.0,0.0,0.0,3,0,5,9,3,-6.0,0
4117,16572,-1.8000000000000003,-1.2000000000000002,1.0,0.0,0.0,-0.6000000000000001,0.0,1.0,0.0,1.0,0.0,0.0,-1.8000000000000003,-1.8000000000000003,4.0,0.0,5.0,6.000000000000001,0.0,0.0,2,0,2,9,3,-45.0,1
4118,10976,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.6000000000000001,0.0,1.0,1.0,-0.6000000000000001,0.0,1.0,-0.6000000000000001,0.0,-0.6000000000000001,1.0,0.0,-6.0,4,0,4,8,3,48.0,1
4119,13408,0.0,-0.6000000000000001,1.0,7.000000000000001,0.0,-0.6000000000000001,0.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,3.0000000000000004,-0.6000000000000001,1.0,-0.6000000000000001,-2.4000000000000004,7.000000000000001,0.0,0.0,0.0,4,0,3,8,3,-10.0,1
4120,18220,0.0,-1.8000000000000003,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,-3.0,0.0,-1.8000000000000003,0.0,-0.6000000000000001,0.0,0.0,0.0,4,0,6,9,3,-22.0,1
4121,17487,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0000000000000004,-1.8000000000000003,1.0,1.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,4,0,8,2,3,52.0,0
4122,13331,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,6.000000000000001,0.0,0.0,-0.6000000000000001,1.0,-0.6000000000000001,0.0,-2.4000000000000004,-0.6000000000000001,-0.6000000000000001,0.0,-6.0,0.0,10,0,6,2,3,8.0,0
4123,961,-1.2000000000000002,-1.8000000000000003,0.0,0.0,0.0,-3.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-2.4000000000000004,-4.800000000000001,-0.6000000000000001,-4.800000000000001,-3.6000000000000005,0.0,0.0,2,0,8,2,3,-22.0,1
4124,13748,0.0,-0.6000000000000001,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.4000000000000004,0.0,-0.6000000000000001,3.0000000000000004,10.0,0.0,4,1,4,9,3,11.0,1
4125,1355,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,1.0,-6.0,-0.6000000000000001,-1.2000000000000002,0.0,0.0,0.0,0.0,-3.6000000000000005,-0.6000000000000001,0.0,1.0,-1.2000000000000002,-5.4,-0.6000000000000001,0.0,0.0,9,1,8,2,3,-83.0,1
4126,162,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2000000000000002,0.0,1.0,0.0,2.0,0.0,-0.6000000000000001,4.0,7.000000000000001,9.0,1.0,0.0,0.0,2,0,9,7,3,46.0,0
4127,18379,0.0,0.0,3.0000000000000004,0.0,0.0,0.0,0.0,1.0,0.0,-1.2000000000000002,2.0,2.0,0.0,1.0,-1.2000000000000002,4.0,0.0,0.0,1.0,0.0,8,0,3,11,3,24.0,0
4128,13450,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,-0.6000000000000001,1.0,-1.2000000000000002,-0.6000000000000001,-1.8000000000000003,4.0,0.0,5.0,0.0,0.0,0.0,2,0,6,2,3,-11.0,1
4129,11086,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.2000000000000002,1.0,3.0000000000000004,1.0,3.0000000000000004,0.0,0.0,-4.2,0.0,0.0,0.0,4,0,5,2,3,48.0,0
4130,14766,1.0,5.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,-0.6000000000000001,1.0,5.0,1.0,2.0,-0.6000000000000001,0.0,0.0,0.0,0.0,3,0,5,9,3,106.0,0
4131,14313,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,8.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-3.0,5.0,0.0,-0.6000000000000001,-0.6000000000000001,2.0,0.0,0.0,7,0,7,9,3,3.0,0
4132,9869,1.0,1.0,-1.2000000000000002,9.0,0.0,1.0,0.0,-3.6000000000000005,0.0,-1.2000000000000002,1.0,1.0,-1.2000000000000002,4.0,5.0,2.0,1.0,-4.2,9.0,0.0,7,0,2,9,3,29.0,0
4133,3830,0.0,1.0,-0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,-1.8000000000000003,1.0,-0.6000000000000001,1.0,0.0,4.0,-0.6000000000000001,0.0,1.0,0.0,0.0,4,0,6,8,3,14.0,1
4134,2921,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-0.6000000000000001,0.0,1.0,-3.0,-0.6000000000000001,-0.6000000000000001,-1.8000000000000003,8.0,0.0,2,1,7,11,3,-6.0,1
4135,10737,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,1.0,-0.6000000000000001,0.0,3.0000000000000004,4.0,1.0,-3.6000000000000005,-2.4000000000000004,0.0,0.0,9,0,9,9,3,16.0,1
4136,14092,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-4.2,0.0,0.0,0.0,0.0,1.0,-0.6000000000000001,-1.8000000000000003,0.0,0.0,-2.4000000000000004,0.0,0.0,9,1,4,10,3,64.0,0
4137,3214,-0.6000000000000001,-0.6000000000000001,0.0,1.0,0.0,-0.6000000000000001,2.0,0.0,0.0,8.0,1.0,0.0,-0.6000000000000001,1.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,3,0,7,9,3,-24.0,1
4138,15277,7.000000000000001,4.0,9.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,3.0000000000000004,4.0,10.0,0.0,5,0,2,12,3,2655.0,0
4139,2263,0.0,1.0,0.0,0.0,0.0,4.0,-0.6000000000000001,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,-2.4000000000000004,7.000000000000001,0.0,0.0,-4.2,0.0,0.0,6,0,7,9,3,-1.0,1
4140,10222,-1.2000000000000002,-1.2000000000000002,1.0,-5.4,0.0,-1.2000000000000002,1.0,0.0,0.0,1.0,2.0,1.0,-1.2000000000000002,-1.2000000000000002,-1.8000000000000003,-1.8000000000000003,2.0,-1.2000000000000002,0.0,0.0,1,0,9,5,3,-33.0,1
4141,10433,1.0,0.0,1.0,0.0,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.4000000000000004,-1.8000000000000003,5.0,0.0,0.0,0.0,10,0,7,16,3,32.0,1
4142,15848,4.0,3.0000000000000004,7.000000000000001,0.0,0.0,4.0,0.0,1.0,0.0,3.0000000000000004,5.0,0.0,3.0000000000000004,0.0,3.0000000000000004,5.0,5.0,0.0,0.0,0.0,7,1,4,5,3,314.0,0
4143,16946,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,0.0,0.0,-2.4000000000000004,0.0,0.0,0.0,-1.8000000000000003,-0.6000000000000001,-0.6000000000000001,1.0,0.0,-2.4000000000000004,0.0,0.0,0.0,0.0,0.0,4,0,8,2,3,-27.0,1
4144,18098,-0.6000000000000001,-1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6000000000000001,1.0,-0.6000000000000001,-1.2000000000000002,-2.4000000000000004,-1.2000000000000002,-1.2000000000000002,-0.6000000000000001,-5.4,0.0,4,0,5,2,3,-14.0,1
4145,1348,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,-1.2000000000000002,-1.8000000000000003,0.0,0.0,10,0,8,9,3,-14.0,1
4146,18300,-1.2000000000000002,-0.6000000000000001,-1.2000000000000002,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,-0.6000000000000001,-0.6000000000000001,-1.2000000000000002,0.0,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,0.0,-1.2000000000000002,0.0,0.0,7,0,7,2,3,-26.0,1
4147,12038,1.0,2.0,-0.6000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,-1.8000000000000003,-0.6000000000000001,8.0,-1.8000000000000003,1.0,0.0,-1.8000000000000003,0.0,-3.0,0.0,0.0,7,1,6,5,3,122.0,0
4148,16125,0.0,1.0,-0.6000000000000001,0.0,0.0,1.0,0.0,-3.6000000000000005,0.0,-0.6000000000000001,-1.8000000000000003,2.0,2.0,-1.8000000000000003,1.0,-1.8000000000000003,7.000000000000001,-2.4000000000000004,0.0,0.0,9,0,7,9,3,11.0,0
4149,2806,1.0,0.0,1.0,9.0,0.0,0.0,1.0,-0.6000000000000001,0.0,2.0,0.0,-1.2000000000000002,-0.6000000000000001,3.0000000000000004,3.0000000000000004,-1.2000000000000002,0.0,-2.4000000000000004,0.0,0.0,6,0,7,2,3,25.0,0
4150,11130,-0.6000000000000001,0.0,-1.2000000000000002,0.0,0.0,-0.6000000000000001,0.0,5.0,0.0,-0.6000000000000001,-1.8000000000000003,2.0,0.0,-1.2000000000000002,1.0,0.0,8.0,-1.2000000000000002,0.0,0.0,7,0,5,9,3,-9.0,1
4151,5069,4.0,2.0,-0.6000000000000001,0.0,0.0,3.0000000000000004,0.0,-0.6000000000000001,0.0,-0.6000000000000001,0.0,0.0,3.0000000000000004,-2.4000000000000004,0.0,3.0000000000000004,-5.4,-2.4000000000000004,0.0,0.0,10,0,6,9,3,141.0,0
4152,16936,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6000000000000001,0.0,1.0,0.0,-0.6000000000000001,-0.6000000000000001,5.0,0.0,0.0,1,1,3,2,3,21.0,0
4153,11146,2.0,1.0,-1.2000000000000002,1.0,0.0,1.0,1.0,0.0,10.0,1.0,-1.2000000000000002,1.0,2.0,0.0,-0.6000000000000001,3.0000000000000004,-1.2000000000000002,3.0000000000000004,-5.4,0.0,10,0,2,2,3,119.0,0
4154,14435,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,-1.8000000000000003,0.0,0.0,1.0,-0.6000000000000001,0.0,1.0,0.0,0.0,3,0,5,7,3,12.0,1
4155,11509,-0.6000000000000001,-2.4000000000000004,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,0.0,-0.6000000000000001,0.0,1.0,-3.0,-3.6000000000000005,-2.4000000000000004,-0.6000000000000001,7.000000000000001,-1.2000000000000002,0.0,0.0,1,0,4,2,3,-20.0,1
4156,6445,1.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,7.000000000000001,1.0,7.000000000000001,-0.6000000000000001,0.0,-0.6000000000000001,0.0,3,0,5,10,3,101.0,0
4157,5612,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,8.0,-6.0,0.0,-1.2000000000000002,0.0,0.0,-2.4000000000000004,-0.6000000000000001,2.0,-0.6000000000000001,2.0,-1.8000000000000003,-4.2,0.0,-4.800000000000001,0.0,0.0,2,1,6,2,3,-24.0,1
4158,1502,-0.6000000000000001,0.0,1.0,-0.6000000000000001,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-0.6000000000000001,0.0,8.0,0.0,0.0,0.0,0.0,10,0,8,8,3,-12.0,1
4159,12467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.2000000000000002,0.0,-0.6000000000000001,-0.6000000000000001,4.0,4.0,5.0,0.0,-5.4,0.0,9,0,6,2,3,12.0,0
4160,16052,1.0,1.0,0.0,-1.2000000000000002,0.0,1.0,0.0,0.0,-6.0,1.0,1.0,1.0,3.0000000000000004,-1.2000000000000002,3.0000000000000004,0.0,1.0,8.0,0.0,0.0,2,0,5,9,3,63.0,0
4161,5116,-2.4000000000000004,-1.2000000000000002,-1.2000000000000002,0.0,-6.0,-1.2000000000000002,-0.6000000000000001,0.0,0.0,-3.0,-2.4000000000000004,3.0000000000000004,-0.6000000000000001,0.0,-4.800000000000001,0.0,-1.2000000000000002,-0.6000000000000001,0.0,0.0,4,0,6,8,3,-50.0,1
4162,2222,0.0,0.0,0.0,8.0,10.0,3.0000000000000004,0.0,-3.0,0.0,0.0,-0.6000000000000001,1.0,0.0,2.0,0.0,3.0000000000000004,-1.2000000000000002,3.0000000000000004,-0.6000000000000001,0.0,6,0,7,2,3,19.0,0
4163,6457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0000000000000004,0.0,0.0,-0.6000000000000001,-4.2,-3.0,0.0,-0.6000000000000001,9,0,5,9,3,-8.0,1
4164,2783,-2.4000000000000004,-3.0,2.0,0.0,0.0,-1.2000000000000002,-1.8000000000000003,7.000000000000001,0.0,3.0000000000000004,2.0,-1.8000000000000003,0.0,-1.8000000000000003,-3.6000000000000005,-0.6000000000000001,0.0,-4.2,9.0,0.0,4,0,7,11,3,-56.0,1
4165,16908,-2.4000000000000004,-1.8000000000000003,0.0,0.0,-6.0,4.0,-1.8000000000000003,0.0,0.0,0.0,3.0000000000000004,0.0,-2.4000000000000004,5.0,-1.2000000000000002,5.0,-3.0,3.0000000000000004,-5.4,0.0,5,1,8,2,3,-54.0,1
4166,11592,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.6000000000000001,0.0,0.0,7.000000000000001,-0.6000000000000001,2.0,0.0,0.0,0.0,10,0,3,8,3,39.0,0
4167,2681,1.0,1.0,0.0,0.0,0.0,0.0,-0.6000000000000001,0.0,0.0,1.0,1.0,-0.6000000000000001,1.0,5.0,-3.0,3.0000000000000004,0.0,-1.8000000000000003,-5.4,0.0,7,1,7,2,3,30.0,1
4168,15057,-0.6000000000000001,-1.2000000000000002,-1.2000000000000002,0.0,0.0,-1.2000000000000002,3.0000000000000004,0.0,0.0,0.0,-1.8000000000000003,-1.2000000000000002,0.0,0.0,-4.2,0.0,6.000000000000001,0.0,0.0,-6.0,4,0,7,6,3,-36.0,1
4169,10060,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,0.0,0.0,-1.2000000000000002,0.0,0.0,2.0,1.0,-1.2000000000000002,-1.2000000000000002,-0.6000000000000001,0.0,-2.4000000000000004,-4.2,-0.6000000000000001,0.0,0.0,4,1,7,12,3,-12.0,1
4170,13182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,9,3,309.0,0
4171,9130,1.0,-0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2000000000000002,1.0,0.0,-4.800000000000001,0.0,0.0,5.0,0.0,-0.6000000000000001,7,0,4,2,3,14.0,0
4172,6257,-3.0,-1.2000000000000002,-4.2,0.0,0.0,-1.2000000000000002,0.0,-0.6000000000000001,0.0,-1.8000000000000003,-1.8000000000000003,-1.8000000000000003,-1.2000000000000002,-1.2000000000000002,-4.2,-4.800000000000001,0.0,-4.800000000000001,0.0,0.0,2,0,5,8,3,-69.0,1
4173,3172,3.0000000000000004,2.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,2.0,-1.2000000000000002,3.0000000000000004,0.0,2.0,1.0,3.0000000000000004,4.0,8.0,0.0,4,0,7,2,3,80.0,0
4174,3548,2.0,1.0,5.0,0.0,-0.6000000000000001,1.0,1.0,0.0,0.0,4.0,2.0,1.0,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,0.0,4.0,-6.0,0.0,2,0,6,2,3,72.0,1
4175,2513,-1.8000000000000003,-1.2000000000000002,-1.8000000000000003,0.0,10.0,-1.2000000000000002,0.0,0.0,0.0,-1.8000000000000003,-1.2000000000000002,-3.0,-1.2000000000000002,-0.6000000000000001,1.0,1.0,0.0,-1.2000000000000002,0.0,-5.4,7,0,7,2,3,-62.0,0
4176,12557,2.0,1.0,3.0000000000000004,10.0,0.0,1.0,3.0000000000000004,0.0,0.0,2.0,-1.2000000000000002,3.0000000000000004,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0,6,2,3,137.0,0
4177,3420,-1.2000000000000002,-1.2000000000000002,-1.2000000000000002,0.0,0.0,0.0,-1.8000000000000003,0.0,0.0,-0.6000000000000001,-1.8000000000000003,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,5,0,7,2,3,-22.0,1
4178,4816,1.0,1.0,1.0,-4.800000000000001,-5.4,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,-0.6000000000000001,1.0,0.0,2.0,-0.6000000000000001,0.0,0.0,5,1,6,8,3,44.0,0
4179,17535,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,8,0,6,8,3,28.0,1
4180,181,1.0,1.0,0.0,8.0,0.0,1.0,3.0000000000000004,0.0,0.0,4.0,-0.6000000000000001,0.0,1.0,2.0,2.0,2.0,-6.0,-1.2000000000000002,0.0,0.0,1,0,9,8,3,80.0,0
4181,16339,-1.2000000000000002,-0.6000000000000001,2.0,0.0,0.0,-0.6000000000000001,-2.4000000000000004,7.000000000000001,0.0,3.0000000000000004,1.0,3.0000000000000004,-0.6000000000000001,0.0,-1.2000000000000002,-4.800000000000001,0.0,-1.8000000000000003,0.0,0.0,2,0,6,9,3,-44.0,1
4182,1057,0.0,1.0,-1.8000000000000003,0.0,-6.0,0.0,-2.4000000000000004,4.0,0.0,-1.8000000000000003,-1.8000000000000003,1.0,0.0,0.0,0.0,-0.6000000000000001,0.0,1.0,0.0,0.0,2,0,8,8,3,21.0,0
4183,5544,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,-4.2,-1.2000000000000002,0.0,0.0,3,0,6,2,3,60.0,0
4184,17485,-1.2000000000000002,-1.2000000000000002,-1.8000000000000003,0.0,0.0,-2.4000000000000004,-0.6000000000000001,0.0,0.0,-2.4000000000000004,-1.2000000000000002,-1.2000000000000002,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,-1.2000000000000002,-3.6000000000000005,3.0000000000000004,-5.4,0.0,6,0,7,2,3,-32.0,1
4185,13290,-0.6000000000000001,-1.2000000000000002,0.0,-4.800000000000001,0.0,-3.6000000000000005,0.0,5.0,0.0,1.0,1.0,-1.2000000000000002,2.0,-2.4000000000000004,-2.4000000000000004,-1.2000000000000002,-0.6000000000000001,-1.8000000000000003,-0.6000000000000001,0.0,8,0,4,3,3,-15.0,1
4186,6631,2.0,1.0,2.0,9.0,0.0,0.0,-2.4000000000000004,0.0,0.0,4.0,0.0,-0.6000000000000001,-1.8000000000000003,1.0,0.0,2.0,1.0,5.0,0.0,0.0,10,0,5,9,3,53.0,0
4187,10803,-0.6000000000000001,-0.6000000000000001,2.0,-6.0,9.0,-0.6000000000000001,0.0,1.0,0.0,4.0,0.0,-3.0,-0.6000000000000001,-1.8000000000000003,-0.6000000000000001,0.0,9.0,-1.8000000000000003,9.0,0.0,8,1,3,6,3,-35.0,1
4188,9621,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,0.0,-1.2000000000000002,4.0,0.0,0.0,-0.6000000000000001,-0.6000000000000001,9.0,0.0,4,1,3,12,3,1.0,0
4189,4524,0.0,-0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-0.6000000000000001,1.0,-3.6000000000000005,-1.2000000000000002,-4.800000000000001,2.0,8.0,0.0,3,0,6,9,3,15.0,0
4190,14930,-1.8000000000000003,1.0,-4.2,-0.6000000000000001,0.0,0.0,-0.6000000000000001,7.000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,-3.0,1.0,-1.8000000000000003,1.0,2.0,0.0,0.0,-5.4,-6.0,6,1,3,9,3,-36.0,1
4191,7113,-1.2000000000000002,-0.6000000000000001,0.0,-0.6000000000000001,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.0,-0.6000000000000001,0.0,0.0,-1.2000000000000002,0.0,1.0,0.0,0.0,-0.6000000000000001,0.0,0.0,3,0,5,9,3,-40.0,1
4192,6710,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,10.0,-1.2000000000000002,1.0,0.0,0.0,0.0,0.0,-1.8000000000000003,0.0,-1.2000000000000002,0.0,9.0,5,0,5,2,3,0.0,0
4193,8580,-3.0,-1.8000000000000003,-1.2000000000000002,-0.6000000000000001,0.0,-1.2000000000000002,0.0,1.0,-6.0,-1.8000000000000003,-0.6000000000000001,-0.6000000000000001,-1.8000000000000003,-1.2000000000000002,-1.8000000000000003,0.0,0.0,-3.0,0.0,0.0,9,0,4,2,3,-70.0,0
4194,16292,-0.6000000000000001,-1.2000000000000002,2.0,-6.0,0.0,-0.6000000000000001,3.0000000000000004,-3.6000000000000005,0.0,1.0,1.0,6.000000000000001,-0.6000000000000001,-1.2000000000000002,-1.2000000000000002,-1.8000000000000003,9.0,2.0,0.0,0.0,7,1,4,9,3,-39.0,1
4195,18881,-1.2000000000000002,1.0,-1.8000000000000003,0.0,0.0,2.0,-1.2000000000000002,0.0,10.0,-2.4000000000000004,-1.2000000000000002,-0.6000000000000001,1.0,2.0,0.0,-1.2000000000000002,0.0,5.0,-5.4,0.0,4,1,6,2,3,-26.0,0
4196,9700,1.0,-0.6000000000000001,4.0,0.0,0.0,-0.6000000000000001,1.0,5.0,0.0,6.000000000000001,3.0000000000000004,3.0000000000000004,-1.2000000000000002,5.0,-0.6000000000000001,1.0,-1.2000000000000002,0.0,1.0,0.0,10,0,3,12,3,26.0,0
4197,11103,0.0,1.0,-1.8000000000000003,0.0,0.0,1.0,2.0,-0.6000000000000001,0.0,-4.2,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,5,0,3,4,3,31.0,0
4198,4022,0.0,0.0,-0.6000000000000001,0.0,0.0,1.0,0.0,-3.0,0.0,1.0,-0.6000000000000001,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,2.0,7.000000000000001,-0.6000000000000001,-1.2000000000000002,-0.6000000000000001,0.0,1,1,6,7,3,-8.0,1
4199,6519,0.0,0.0,1.0,1.0,0.0,0.0,-1.8000000000000003,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.2000000000000002,5.0,0.0,0.0,0.0,0.0,7,0,5,9,3,2.0,1
4200,7355,1.0,0.0,3.0000000000000004,0.0,0.0,3.0000000000000004,2.0,-3.6000000000000005,0.0,4.0,2.0,1.0,0.0,0.0,0.0,-0.6000000000000001,4.0,-0.6000000000000001,0.0,0.0,10,0,5,15,3,120.0,0
4201,15691,-1.8000000000000003,-2.4000000000000004,-1.2000000000000002,0.0,-6.0,-1.8000000000000003,-0.6000000000000001,0.0,0.0,-1.2000000000000002,-1.2000000000000002,0.0,-1.2000000000000002,-2.4000000000000004,-2.4000000000000004,-1.2000000000000002,-1.2000000000000002,-4.800000000000001,-6.0,0.0,6,0,5,1,3,-51.0,1
4202,981,0.0,-0.6000000000000001,1.0,0.0,0.0,-0.6000000000000001,0.0,0.0,0.0,1.0,2.0,0.0,-0.6000000000000001,3.0000000000000004,0.0,2.0,2.0,-1.2000000000000002,9.0,0.0,8,0,8,2,3,3.0,0
